# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi                   9:dens[1]-dens[1]       10:dens[1]-dens[2]       11:dens[1]-dens[3]       12:dens[1]-dens[4]       13:dens[1]-dens[5]       14:dens[2]-dens[2]       15:dens[2]-dens[3]       16:dens[2]-dens[4]       17:dens[2]-dens[5]       18:dens[3]-dens[3]       19:dens[3]-dens[4]       20:dens[3]-dens[5]       21:dens[4]-dens[4]       22:dens[4]-dens[5]       23:dens[5]-dens[5]       24:phi-dens[1]           25:phi-dens[2]           26:phi-dens[3]           27:phi-dens[4]           28:phi-dens[5]        
   47       1.818792749455e-10       1.302905498664e-14       1.449756469777e-13       1.017335026057e-16       6.434468616673e-11       7.166097194537e-12      -1.088418211148e-14       3.122367452798e-02      -4.060627300652e-04       6.739337181532e-05       1.053347009290e-05       6.099574917860e-06       9.950634551952e-03       6.232190090828e-09      -3.251930768714e-09       2.636255382464e-08       2.517862260578e-03      -1.186392879091e-09      -1.283432679698e-08       1.088698093828e-03      -6.210263541836e-08       5.813347927347e-04       1.725598404659e-07       1.031949204238e-07       3.859351485190e-08       1.954666593535e-08       1.183865648988e-08 
   48       1.844529138236e-10       1.394418688486e-14       1.254994185698e-13       1.061251501364e-16       6.152196189976e-11       6.887922687905e-12      -1.187375889985e-14       3.235161454113e-02      -3.438713215372e-04       5.707322372422e-05       8.919977517406e-06       5.144744708600e-06       1.032136961491e-02       9.925842869765e-09      -3.548358225776e-09       2.687302608638e-08       2.622553933066e-03      -4.003203425111e-10      -1.143512158404e-08       1.134895279738e-03      -5.661340866433e-08       6.061671881657e-04       1.691053692102e-07       1.026070325997e-07       3.875175985175e-08       1.968764951022e-08       1.194228845669e-08 
   49       1.870456489417e-10       1.489711971183e-14       1.040597903264e-13       1.106118433228e-16       5.886701268956e-11       6.624569916129e-12      -1.228752823726e-14       3.424188266763e-02       1.244961938490e-08       1.531398087434e-09      -4.647551351743e-10      -3.823984611667e-08       1.069529533030e-02       1.039410165282e-08      -1.646810474839e-09       2.300183350425e-08       2.729037947023e-03       1.872675306587e-10      -9.143889642205e-09       1.181980192000e-03      -5.080565978942e-08       6.314956714742e-04       1.654881470177e-07       1.019784808961e-07       3.889405193209e-08       1.982132574552e-08       1.204179162625e-08 
   50       1.896495347122e-10       1.588808471988e-14       8.052133138229e-14       1.151933682925e-16       5.635309367560e-11       6.372111963544e-12      -1.190792084691e-14       3.714437712329e-02       7.075327644084e-04      -1.180982879798e-04      -1.841502669507e-05      -1.061829232824e-05       1.107222993855e-02       8.804617183269e-09       3.094721320561e-09       1.407533283383e-08       2.837282845170e-03       4.453843089854e-10      -6.416869434755e-09       1.229944909088e-03      -4.506462578132e-08       6.573165913271e-04       1.616242528229e-07       1.013098362632e-07       3.902041807950e-08       1.994761172185e-08       1.213710844389e-08 
   51       1.922675033987e-10       1.691726933515e-14       5.492512041498e-14       1.198694421792e-16       5.397552009564e-11       6.130284303161e-12      -1.085363443033e-14       4.087454746902e-02       1.652340925555e-03      -2.798547135958e-04      -4.337426468137e-05      -2.439600056261e-05       1.145197227042e-02       5.952053646009e-09       8.692270896139e-09       2.500308869746e-09       2.947256766403e-03       4.190124102044e-10      -3.515516897784e-09       1.278780852099e-03      -3.957609364054e-08       6.836265748799e-04       1.576401882738e-07       1.006051257325e-07       3.913160367834e-08       2.006680237807e-08       1.222839294493e-08 
   52       1.949048006559e-10       1.798480932151e-14       2.737826772126e-14       1.246397189872e-16       5.173205568941e-11       5.899557694071e-12      -9.367327774772e-15       4.508499665674e-02       2.626944502694e-03      -4.557148441712e-04      -6.994113760920e-05      -3.784704751296e-05       1.183432009509e-02       2.626437841999e-09       1.211160896899e-08      -8.059438587710e-09       3.058927376291e-03       2.155323286047e-10      -6.738571396065e-10       1.328479034897e-03      -3.448092355890e-08       7.104222304718e-04       1.537388600407e-07       9.986846385470e-08       3.922833859889e-08       2.017920611839e-08       1.231580633662e-08 
   53       1.975657186255e-10       1.909078481831e-14      -1.986667900277e-15       1.295037900807e-16       4.961536207123e-11       5.680025893549e-12      -7.737648561099e-15       4.936511546202e-02       3.389220282781e-03      -6.110720567765e-04      -9.234354963304e-05      -4.686916549067e-05       1.221907731863e-02      -2.448576992156e-10       9.843544798313e-09      -1.334738286968e-08       3.172261859920e-03      -3.711011498911e-11       1.837857557529e-09       1.379030157948e-03      -2.993312416909e-08       7.377000366057e-04       1.501501686986e-07       9.910272025112e-08       3.931104422539e-08       2.028500046053e-08       1.239943597334e-08 
   54       2.002534946448e-10       2.023521869301e-14      -3.301049585852e-14       1.344611814603e-16       4.761265526701e-11       5.471377831617e-12      -6.301533748820e-15       5.323795578187e-02       3.660742177287e-03      -7.060203223138e-04      -1.039338783384e-04      -4.675437246494e-05       1.260605451988e-02      -1.590399131836e-09      -2.118578541072e-09      -8.485910772096e-09       3.287226951997e-03      -1.893686804627e-10       3.711453042879e-09       1.430424608758e-03      -2.610029427588e-08       7.654563422467e-04       1.471321551961e-07       9.830940386645e-08       3.937980397253e-08       2.038421917190e-08       1.247928806686e-08 
   55       2.029703862343e-10       2.141808734469e-14      -6.554560766777e-14       1.395114061166e-16       4.570960818817e-11       5.273086527671e-12      -5.365341819856e-15       5.627265191688e-02       3.212129956137e-03      -7.062969008780e-04      -9.884256226494e-05      -3.377090623381e-05       1.299508816942e-02      -5.685340413766e-10      -2.607993914264e-08       9.708556799346e-09       3.403789329256e-03      -1.094234736059e-10       4.672555125926e-09       1.482652678623e-03      -2.312653427959e-08       7.936874052174e-04       1.448959385865e-07       9.748951857620e-08       3.943459483739e-08       2.047684700851e-08       1.255534155296e-08 
   56       2.057181499241e-10       2.263936003120e-14      -9.958444622364e-14       1.446541425546e-16       4.390398016071e-11       5.085094543518e-12      -4.940036189552e-15       5.846155178096e-02       2.147754784756e-03      -6.198565982957e-04      -7.751262439835e-05      -1.043283005787e-05       1.338610264975e-02       2.186941257932e-09      -5.535615184196e-08       3.504174383413e-08       3.521916832909e-03       1.850269413972e-10       4.720501985704e-09       1.535705274925e-03      -2.100937907674e-08       8.223895178718e-04       1.433560664704e-07       9.664664407895e-08       3.947611696024e-08       2.056316096218e-08       1.262774206167e-08 
   57       2.084975039586e-10       2.389896642627e-14      -1.351608784266e-13       1.498890958494e-16       4.219477166137e-11       4.907250073142e-12      -4.944244974928e-15       5.993129651594e-02       6.888318526277e-04      -4.689530043613e-04      -4.246915354358e-05       1.850912008895e-05       1.377906458091e-02       5.514761401043e-09      -7.979025480633e-08       5.776618830353e-08       3.641577602602e-03       6.276307106442e-10       3.945062763785e-09       1.589573386553e-03      -1.969306637670e-08       8.515589131639e-04       1.423201543739e-07       9.578441762372e-08       3.950511850171e-08       2.064345125439e-08       1.269664336484e-08 
   58       2.113078700719e-10       2.519678388764e-14      -1.723139381600e-13       1.552159458919e-16       4.057810086800e-11       4.739086160516e-12      -5.278822108105e-15       6.083682607097e-02      -9.057228581323e-04      -2.799322441549e-04       3.229320341576e-06       4.752834840862e-05       1.417396672357e-02       8.071703324467e-09      -8.775288153200e-08       6.669590800081e-08       3.762739783963e-03       1.140350320440e-09       2.459383094776e-09       1.644247891761e-03      -1.910239015486e-08       8.811917310282e-04       1.415578777869e-07       9.490555350510e-08       3.952213376983e-08       2.071791267804e-08       1.276214564134e-08 
   59       2.141472790642e-10       2.653263629484e-14      -2.110881779552e-13       1.606343468119e-16       3.904702562266e-11       4.579801318653e-12      -5.825985326232e-15       6.136275436987e-02      -2.337574243762e-03      -8.342320442833e-05       5.596529566244e-05       7.028744746767e-05       1.457082924281e-02       8.324474905816e-09      -6.607821558071e-08       4.914345578006e-08       3.885371572817e-03       1.632925150133e-09       4.011507957808e-10       1.699719567033e-03      -1.914168016391e-08       9.112840201625e-04       1.407991494608e-07       9.401176516108e-08       3.952746390667e-08       2.078663592587e-08       1.282429057003e-08 
   60       2.170122763790e-10       2.790629288694e-14      -2.515340206557e-13       1.661439264009e-16       3.759136539474e-11       4.428240148663e-12      -6.448454161414e-15       6.172474447848e-02      -3.267249749840e-03       8.547224000734e-05       1.115367687033e-04       7.960324638594e-05       1.496970097195e-02       4.541603603356e-09       5.468386035895e-14      -9.143025204798e-09       4.009441259400e-03       2.002334024942e-09      -2.066238444136e-09       1.755979095952e-03      -1.969378144534e-08       9.418317398101e-04       1.397322967052e-07       9.310368727098e-08       3.952115757502e-08       2.084959891893e-08       1.288305642275e-08 
   61       2.198993938480e-10       2.931743384454e-14      -2.936977658183e-13       1.717443645176e-16       3.620052947584e-11       4.283204821254e-12      -7.017704191251e-15       6.212687846638e-02      -3.405496175261e-03       1.953139748586e-04       1.654903094778e-04       6.938500859012e-05       1.537058144633e-02      -4.419272054937e-09       1.189010550570e-07      -1.164309860180e-07       4.134917075826e-03       2.159229101565e-09      -4.759776528071e-09       1.813017001342e-03      -2.061866243592e-08       9.728308098415e-04       1.380848074493e-07       9.218168813501e-08       3.950320691745e-08       2.090675610030e-08       1.293840932243e-08 
   62       2.228101645722e-10       3.076554063756e-14      -3.375881920758e-13       1.774356501718e-16       3.487314615765e-11       4.144515066725e-12      -7.508090862537e-15       6.261947428224e-02      -2.815199891824e-03       2.452919448426e-04       2.142654109261e-04       4.103647612381e-05       1.577316369549e-02      -1.652467502771e-08       2.666241554412e-07      -2.502346086966e-07       4.261766598418e-03       2.115386867244e-09      -7.499365287446e-09       1.870823403878e-03      -2.175118284702e-08       1.004277270104e-03       1.358908712134e-07       9.124869613375e-08       3.947423052490e-08       2.095834935513e-08       1.299048156364e-08 
   63       2.257470712522e-10       3.224997889038e-14      -3.832030482347e-13       1.832178813848e-16       3.360928883317e-11       4.012152802068e-12      -7.922419266929e-15       6.321164936649e-02      -1.674495069728e-03       2.440011677160e-04       2.542628658522e-04      -1.564649916709e-06       1.617703569782e-02      -2.858314983297e-08       4.070562875977e-07      -3.766104270781e-07       4.389957289078e-03       1.915022079189e-09      -1.008830399624e-08       1.929388224777e-03      -2.290101160659e-08       1.036167160165e-03       1.332809294586e-07       9.030787234644e-08       3.943491019355e-08       2.100465180972e-08       1.303942479252e-08 
   64       2.287120355042e-10       3.377002729222e-14      -4.305387599910e-13       1.890911931897e-16       3.240757947424e-11       3.885943556584e-12      -8.264752778356e-15       6.391248908816e-02      -1.908790463877e-04       2.017233708242e-04       2.814949546672e-04      -5.388594768545e-05       1.658175329075e-02      -3.697264353976e-08       4.992808618940e-07      -4.571034603590e-07       4.519456717418e-03       1.609860587628e-09      -1.230555754050e-08       1.988701264040e-03      -2.385194222569e-08       1.068496477420e-03       1.304051873173e-07       8.936172758181e-08       3.938577694423e-08       2.104587057168e-08       1.308535431057e-08 
   65       2.317063731308e-10       3.532487537968e-14      -4.795904533472e-13       1.950557595613e-16       3.126510598013e-11       3.765547588954e-12      -8.540474879877e-15       6.473102565717e-02       1.397552798996e-03       1.305009098755e-04       2.915712932132e-04      -1.107126198545e-04       1.698683892064e-02      -3.762337959767e-08       4.973876065507e-07      -4.485686424591e-07       4.650232598736e-03       1.259457668629e-09      -1.390482111982e-08       2.048752206873e-03      -2.436086052555e-08       1.101261180402e-03       1.274344107343e-07       8.841207272399e-08       3.932719853951e-08       2.108214116671e-08       1.312834594963e-08 
   66       2.347307493910e-10       3.691362131930e-14      -5.303519780297e-13       2.011117953442e-16       3.017733952615e-11       3.650451004307e-12      -8.756350990542e-15       6.567621703663e-02       2.820872170865e-03       4.421068771366e-05       2.796846805869e-04      -1.661198388816e-04       1.739178039266e-02      -2.600073166639e-08       3.502824068880e-07      -3.029922513866e-07       4.782252831991e-03       9.315163569259e-10      -1.461358494879e-08       2.109530630126e-03      -2.415671236451e-08       1.134457192105e-03       1.245607236086e-07       8.745996907830e-08       3.925936700082e-08       2.111352197544e-08       1.316843294696e-08 
   67       2.377851342702e-10       3.853526969017e-14      -5.828159309058e-13       2.072595581829e-16       2.913805191216e-11       3.539956871289e-12      -8.920590292256e-15       6.675692585508e-02       3.776082982732e-03      -4.136192690842e-05       2.405969469634e-04      -2.134450922780e-04       1.779602962067e-02       2.911902554744e-09       1.497144571933e-09       3.268666139727e-08       4.915485537774e-03       7.022057787492e-10      -1.413219895841e-08       2.171026008719e-03      -2.293947136500e-08       1.168080403289e-03       1.219984049347e-07       8.650567871713e-08       3.918228612553e-08       2.113998867026e-08       1.320560282028e-08 
